   2.0660792e+00   1.0378494e+01
   2.0423661e+00   1.0293244e+01
   2.1426891e+00   1.0340584e+01
   2.1886790e+00   1.0335750e+01
   2.1882954e+00   1.0390327e+01
   2.3798295e+00   1.0391128e+01
   2.2249918e+00   1.0461692e+01
   2.2327945e+00   1.0305042e+01
   2.1942171e+00   1.0351173e+01
   2.1951248e+00   1.0348384e+01
   2.2423059e+00   1.0303280e+01
   2.0661083e+00   1.0258219e+01
   2.1356954e+00   1.0289612e+01
   2.1179929e+00   1.0311648e+01
   2.1354946e+00   1.0340706e+01
   2.0189252e+00   1.0262458e+01
   2.3332620e+00   1.0361318e+01
   2.1725422e+00   1.0336805e+01
   2.1243287e+00   1.0359575e+01
   2.3233714e+00   1.0342587e+01
   2.3131632e+00   1.0411721e+01
   2.0533192e+00   1.0440324e+01
   2.2023370e+00   1.0401893e+01
   2.1814402e+00   1.0276928e+01
   2.1601542e+00   1.0389669e+01
   2.1575300e+00   1.0344040e+01
   2.0717137e+00   1.0342680e+01
   2.1096093e+00   1.0337056e+01
   2.2885133e+00   1.0348461e+01
   2.1107212e+00   1.0414796e+01
   2.3081135e+00   1.0398688e+01
   2.3299859e+00   1.0317141e+01
   2.2812279e+00   1.0296399e+01
   2.1580838e+00   1.0443814e+01
   2.3751504e+00   1.0280314e+01
   2.3446611e+00   1.0381719e+01
   2.3533888e+00   1.0303793e+01
   2.1440611e+00   1.0372567e+01
   2.2105134e+00   1.0381980e+01
   2.2320273e+00   1.0345984e+01
   2.1420790e+00   1.0292714e+01
   2.1410310e+00   1.0375816e+01
   2.2211498e+00   1.0306062e+01
   2.3945882e+00   1.0423587e+01
   2.1427749e+00   1.0323497e+01
   2.0886947e+00   1.0323630e+01
   2.1688485e+00   1.0382404e+01
   2.1386616e+00   1.0333911e+01
   2.4880821e+00   1.0351463e+01
   2.0250630e+00   1.0275211e+01
   2.3401837e+00   1.0372991e+01
   2.3096099e+00   1.0361901e+01
   2.1253279e+00   1.0349212e+01
   2.2271634e+00   1.0362838e+01
   2.2522208e+00   1.0388297e+01
   2.0709680e+00   1.0353809e+01
   2.0308193e+00   1.0381175e+01
   2.2487963e+00   1.0390817e+01
   2.1922137e+00   1.0336238e+01
   2.3008113e+00   1.0321763e+01
   2.3565446e+00   1.0464138e+01
   2.2093898e+00   1.0347634e+01
   2.1470897e+00   1.0438627e+01
   2.3735777e+00   1.0327918e+01
   2.2661485e+00   1.0394205e+01
   2.3504138e+00   1.0282404e+01
   2.1533110e+00   1.0364700e+01
   2.2695938e+00   1.0373394e+01
   2.3904684e+00   1.0444087e+01
   2.2495307e+00   1.0386177e+01
   2.2292401e+00   1.0343345e+01
   2.2657026e+00   1.0255397e+01
   2.1994317e+00   1.0409821e+01
   2.3217769e+00   1.0419432e+01
   2.1717120e+00   1.0376662e+01
   2.2945361e+00   1.0397747e+01
   2.2215443e+00   1.0430161e+01
   2.2667623e+00   1.0363174e+01
   2.2196804e+00   1.0431422e+01
   2.1934283e+00   1.0298614e+01
   2.1477092e+00   1.0359748e+01
   2.1724705e+00   1.0326009e+01
   2.2661710e+00   1.0320625e+01
   2.2307965e+00   1.0357276e+01
   2.3858725e+00   1.0447037e+01
   2.2199304e+00   1.0263075e+01
   2.0143238e+00   1.0368055e+01
   2.2115785e+00   1.0381239e+01
   2.0890894e+00   1.0266116e+01
   2.0636735e+00   1.0396121e+01
   2.2294098e+00   1.0427162e+01
   2.3062713e+00   1.0302705e+01
   2.1147310e+00   1.0415802e+01
   2.1683636e+00   1.0312816e+01
   2.1492036e+00   1.0322219e+01
   2.2807278e+00   1.0336210e+01
   2.1788983e+00   1.0345561e+01
   2.3467307e+00   1.0418473e+01
   2.1067916e+00   1.0346789e+01
   2.2253822e+00   1.0322662e+01
   2.2251777e+00   1.0384826e+01
   2.1902090e+00   1.0329810e+01
   2.1490204e+00   1.0232708e+01
   2.0507557e+00   1.0301357e+01
   2.0513670e+00   1.0361980e+01
   2.2865450e+00   1.0371896e+01
   2.0438565e+00   1.0409822e+01
   2.0775572e+00   1.0303667e+01
   2.2812871e+00   1.0281509e+01
   2.4116136e+00   1.0290602e+01
   2.2262227e+00   1.0300192e+01
   2.1666392e+00   1.0344017e+01
   2.0834701e+00   1.0260621e+01
   2.1967557e+00   1.0350945e+01
   2.1851768e+00   1.0385031e+01
   2.1118531e+00   1.0419136e+01
   2.0780548e+00   1.0295638e+01
   2.2771364e+00   1.0342582e+01
   2.2297128e+00   1.0373413e+01
   2.1042936e+00   1.0370779e+01
   2.1581813e+00   1.0342689e+01
   2.1482249e+00   1.0379874e+01
   2.3369261e+00   1.0381529e+01
   2.2301756e+00   1.0464706e+01
   2.0347522e+00   1.0427012e+01
   2.0993663e+00   1.0288170e+01
   2.2622034e+00   1.0414705e+01
   2.0898370e+00   1.0398376e+01
   2.0999699e+00   1.0317903e+01
   2.1047974e+00   1.0386154e+01
   2.4804496e+00   1.0311856e+01
   2.2533213e+00   1.0416824e+01
   2.1441036e+00   1.0396379e+01
   2.0662086e+00   1.0351337e+01
   2.2486305e+00   1.0315608e+01
   2.2290937e+00   1.0306046e+01
   2.0754973e+00   1.0336135e+01
   2.0999752e+00   1.0328489e+01
   2.2057394e+00   1.0393783e+01
   2.1161606e+00   1.0348583e+01
   2.1205065e+00   1.0360401e+01
   2.0932083e+00   1.0331757e+01
   2.0857060e+00   1.0324356e+01
   2.0409130e+00   1.0369662e+01
   2.0232386e+00   1.0328501e+01
   2.3796579e+00   1.0401949e+01
   2.2718317e+00   1.0393821e+01
   2.2370172e+00   1.0318553e+01
   2.1141716e+00   1.0369609e+01
   2.1125024e+00   1.0388969e+01
   2.2758616e+00   1.0300866e+01
   2.0587571e+00   1.0310128e+01
   2.2900871e+00   1.0337371e+01
   2.1543067e+00   1.0389131e+01
   2.2606725e+00   1.0313445e+01
   2.0983693e+00   1.0437380e+01
   2.1525324e+00   1.0406977e+01
   2.0412619e+00   1.0388392e+01
   2.2566303e+00   1.0387303e+01
   2.2537500e+00   1.0318215e+01
   2.2543881e+00   1.0372413e+01
   2.2948166e+00   1.0331470e+01
   2.1433014e+00   1.0373104e+01
   2.1333979e+00   1.0336537e+01
   2.2540069e+00   1.0310712e+01
   2.3234439e+00   1.0329038e+01
   2.3733451e+00   1.0345767e+01
   2.2638830e+00   1.0356469e+01
   2.2131725e+00   1.0290646e+01
